"typeS","session_id","session_type_id","person_id","affil_id","year_id","affiliation","name","year"
"Poster",63,22,306,306,1,"Graduate Center/CUNY, Baruch College","Brittany Mercado",2016
"Poster",63,22,305,305,1,"Zicklin School of Business, Baruch College","Stephan Dilchert",2016
"Poster",64,22,332,16,1,"University of South Florida","Maryana Arvan",2016
"Poster",64,22,333,16,1,"University of South Florida","Rachel Dreibelbis",2016
"Poster",64,22,319,16,1,"University of South Florida","Paul Spector",2016
"Poster",67,22,339,339,1,"cut-e Group","Achim Preuss",2016
"Poster",73,22,357,357,1,"Oakland University","Caitlin Demsky",2016
"Poster",73,22,358,358,1,"Portland State Univ","Charlotte Fritz",2016
"Poster",73,22,359,359,1,"'Forest Service - Human Performance Research, Development, and Application","Anne Black",2016
"Poster",73,22,360,360,1,"Oregon Health & Science University","Leslie Hammer",2016
"Poster",74,22,361,159,1,"University of Central Florida","Lindsay Dhanani",2016
"Poster",74,22,287,159,1,"University of Central Florida","Dana Joseph",2016
"Poster",74,22,363,159,1,"University of Central Florida","Matthew LaPalme",2016
"Poster",75,22,361,159,1,"University of Central Florida","Lindsay Dhanani",2016
"Poster",75,22,287,159,1,"University of Central Florida","Dana Joseph",2016
"Poster",127,22,692,448,1,"Massey University","Jarrod Haar",2016
"Poster",127,22,693,693,1,"Rutgers University","Chester Spell",2016
"Poster",127,22,694,694,1,"Santa Clara University","Katerina Bezrukova",2016
"Symposium/Forum",133,2,456,61,1,"Texas A&M University","Murray Barrick",2016
"Symposium/Forum",133,2,731,731,1,"Cornell University","Lisa Dragoni",2016
"Symposium/Forum",133,2,732,161,1,"University of Connecticut","John Mathieu",2016
"Symposium/Forum",133,2,733,731,1,"Cornell University","John Hausknecht",2016
"Symposium/Forum",133,2,734,161,1,"University of Connecticut","Mikhail Wolfson",2016
"Symposium/Forum",133,2,735,731,1,"Cornell University","Huisi Li",2016
"Symposium/Forum",133,2,736,38,1,"Arizona State University","Jeffery LePine",2016
"Symposium/Forum",133,2,737,38,1,"Arizona State University","Margaret Luciano",2016
"Symposium/Forum",133,2,738,161,1,"University of Connecticut","Greg Reilly",2016
"Symposium/Forum",133,2,739,629,1,"Drexel University","Lauren D'Innocenzo",2016
"Symposium/Forum",133,2,740,38,1,"Arizona State University","Daniel Newton",2016
"Symposium/Forum",133,2,741,507,1,"Arizona State Univ","David Waldman",2016
"Symposium/Forum",133,2,742,38,1,"Arizona State University","Ned Wellman",2016
"Poster",146,22,826,826,1,"Universitat Ulm","Klaus Melchers",2016
"Poster",146,22,827,827,1,"Migros-Genossenschafts-Bund","Amadeus Petrig",2016
"Poster",146,22,828,828,1,"Universite de Fribourg","Jurgen Sauer",2016
"Poster",147,22,829,19,1,"Illinois Institute of Technology","Scott Morris",2016
"Poster",147,22,830,19,1,"Illinois Institute of Technology","Frank Shu",2016
"Poster",147,22,831,19,1,"Illinois Institute of Technology","Jordan McDonald",2016
"Poster",147,22,832,19,1,"Illinois Institute of Technology","Daniel Gandara",2016
"Poster",147,22,833,19,1,"Illinois Institute of Technology","Sara Crouch",2016
"Poster",147,22,834,19,1,"Illinois Institute of Technology","Donald Kesterson",2016
"Poster",149,22,837,837,1,"VU University Amsterdam - The Netherlands","Janneke Oostrom",2016
"Poster",149,22,838,618,1,"VU University Amsterdam","Richard Ronay",2016
"Poster",155,22,855,855,1,"University of Phoenix","Aaron Sour",2016
"Poster",155,22,856,855,1,"University of Phoenix","Charletta  Wilson",2016
"Poster",155,22,857,857,1,"LanneM TM, LLC/Walden University","Leslie Miller",2016
"Poster",155,22,858,858,1,"James A. Haley Veterans Hospital/University of Phoenix","Stephanie Hoffman",2016
"Poster",160,22,872,9,1,"University of Minnesota","Martin Yu",2016
"Poster",160,22,241,241,1,"Medtronic","Rena Rasch",2016
"Poster",164,22,301,301,1,"Memorial University of Newfoundland","Heather Clarke",2016
"Poster",167,22,888,865,1,"Ghent University","Wilfried De Corte",2016
"Poster",168,22,889,889,1,"University of Rhode Island","Emilija Djurdjevic",2016
"Poster",168,22,890,166,1,"Colorado State University","Samantha Conroy",2016
"Poster",168,22,891,891,1,"University of Wisconsin Oshkosh","Shannon Rawski",2016
"Poster",168,22,892,115,1,"University of Arkansas","Katherine Sosna",2016
"Community of Interest",169,12,655,161,1,"University of Connecticut","Dev Dalal",2016
"Community of Interest",169,12,894,161,1,"University of Connecticut","Janet Barnes-Farrell",2016
"Community of Interest",169,12,166,166,1,"Colorado State University","Gwenith Fisher",2016
"Poster",224,22,1179,9,1,"University of Minnesota","Siwen Shu",2016
"Poster",224,22,9,9,1,"University of Minnesota","Nathan Kuncel",2016
"Poster",224,22,350,350,1,"The University of Minnesota","Paul Sackett",2016
"Poster",229,22,196,196,1,"Red Hat","Isaac Thompson",2016
"Poster",229,22,1197,132,1,"North Carolina State University","Joshua  Siever",2016
"Poster",229,22,193,132,1,"North Carolina State University","Joel Osgood",2016
"Poster",232,22,1206,1,1,"Michigan State University","Sarena Bhatia",2016
"Poster",232,22,1207,1,1,"Michigan State University","Ann Marie Ryan",2016
"Poster",233,22,1208,1208,1,"Western Kentucky Univ","Reagan Brown",2016
"Poster",235,22,1212,1212,1,"US Army Research Institute","Kristophor Canali",2016
"Poster",235,22,1213,1213,1,"U.S. Army Research Institute","Peter Legree",2016
"Poster",235,22,1214,155,1,"George Mason University","James Meaden",2016
"Special Events",266,1,1,1,266,"Michigan State University","Steve Kozlowski",2015
"Special Events",266,1,1258,155,266,"George Mason University","Jose Cortina",2015
"Symposium/Forum",267,2,1391,1391,266,"Sirota","Anthony Caputo",2015
"Symposium/Forum",267,2,236,235,266,"Aon Hewitt","Ken Oehler",2015
"Symposium/Forum",267,2,1393,79,266,"The Graduate Center & Baruch College, CUNY","Christine Smith",2015
"Symposium/Forum",267,2,34,34,266,"Baruch College & The Graduate Center, CUNY","Kristen Shockley",2015
"Symposium/Forum",267,2,1395,1395,266,"Sirota Survey Intelligence","Patrick Hyland",2015
"Symposium/Forum",267,2,1396,137,266,"JetBlue Airways","Kevin Loo",2015
"Symposium/Forum",267,2,1397,137,266,"JetBlue Airways","Ryan Dullaghan",2015
"Symposium/Forum",267,2,1398,1398,266,"Flex","Meisha-ann Martin",2015
"Symposium/Forum",267,2,1399,137,266,"JetBlue Airways","Marc Vicino",2015
"Symposium/Forum",267,2,86,34,266,"Baruch College & The Graduate Center, CUNY","Erin Eatough",2015
"Symposium/Forum",267,2,784,702,266,"American Institutes for Research","Soner Dumani",2015
"Symposium/Forum",267,2,94,79,266,"The Graduate Center & Baruch College, CUNY","Danielle Wald",2015
"Symposium/Forum",267,2,1403,1403,266,"ACT, Inc.","Jason Way",2015
"Community of Interest",268,12,1404,37,266,"DePaul University","Suzanne Bell",2015
"Community of Interest",268,12,1351,1351,266,"Group for Organizational Effectiveness","Jamie Donsbach",2015
"Symposium/Forum",269,2,434,434,266,"Indiana University - Purdue University Indianapolis","Leslie Ashburn-Nardo",2015
"Symposium/Forum",269,2,1407,102,266,"The Pennsylvania State University","Larry Martinez",2015
"Symposium/Forum",269,2,61,61,266,"Texas A&M University","Mindy Bergman",2015
"Symposium/Forum",269,2,1223,1223,266,"University of North Carolina at Charlotte","Enrica Ruggs",2015
"Symposium/Forum",269,2,440,155,266,"George Mason University","Alex Lindsey",2015
"Symposium/Forum",269,2,1411,1411,266,"Butler University","Kathryn Morris",2015
"Symposium/Forum",269,2,1412,127,266,"Wright State University","Stephanie  Goodwin",2015
"Symposium/Forum",269,2,1413,794,266,"University of Michigan","Veronica Rabelo",2015
"Symposium/Forum",269,2,794,794,266,"University of Michigan","Lilia Cortina",2015
"Symposium/Forum",269,2,1415,40,266,"Rice University","Rachel Trump",2015
"Symposium/Forum",269,2,1416,40,266,"Rice University","Nathan Parker",2015
"Symposium/Forum",269,2,437,40,266,"Rice University","Michelle (Mikki) Hebl",2015
"Symposium/Forum",269,2,442,40,266,"Rice University","Christine Nittrouer",2015
"Symposium/Forum",269,2,1419,102,266,"The Pennsylvania State University","Kayla Weaver",2015
"Panel Discussion",270,6,1420,1420,266,"Verizon Wireless","Christopher Rosett",2015
"Panel Discussion",270,6,1421,142,266,"Google","Brian Welle",2015
"Panel Discussion",270,6,1422,1422,266,"Mercer","Richard Guzzo",2015
"Panel Discussion",270,6,1423,367,266,"PepsiCo","Christopher Shryock",2015
"Panel Discussion",270,6,1424,1424,266,"Verizon Communications","Binderya Enkhbold",2015
"Panel Discussion",270,6,1234,1234,266,"Johnson & Johnson","Adam Myer",2015
"Symposium/Forum",271,2,286,159,266,"University of Central Florida","Wei Wang",2015
"Symposium/Forum",271,2,184,21,266,"University of Georgia","Nathan Carter",2015
"Symposium/Forum",271,2,840,157,266,"Bowling Green State University","Michael Zickar",2015
"Symposium/Forum",271,2,878,16,266,"University of South Florida","Seokjoon Chun",2015
"Symposium/Forum",271,2,655,161,266,"University of Connecticut","Dev Dalal",2015
"Symposium/Forum",271,2,1431,1431,266,"Rutgers, The State University of New Jersey","Jimmy de la Torre ",2015
"Symposium/Forum",271,2,190,190,266,"Univ of Illinois at Urbana-Champaign","Fritz Drasgow",2015
"Symposium/Forum",271,2,186,21,266,"University of Georgia","Li Guan",2015
"Symposium/Forum",271,2,914,914,266,"The University of Georgia","Alexander LoPilato",2015
"Symposium/Forum",271,2,1435,1277,266,"Educational Testing Service","Jacob Seybert",2015
"Symposium/Forum",271,2,404,16,266,"University of South Florida","Stephen Stark",2015
"Symposium/Forum",271,2,1437,16,266,"University of South Florida","Philseok Lee",2015
"Special Events",272,1,804,562,266,"CEB","Jeff Johnson",2015
"Special Events",272,1,455,455,266,"University of North Carolina","Jeffrey Edwards",2015
"Special Events",272,1,421,421,266,"Bowling Green State Univ","Scott Highhouse",2015
"Special Events",272,1,1441,562,266,"CEB","Nancy Tippins",2015
"Special Events",272,1,24,21,266,"University of Georgia","Robert Vandenberg",2015
"Special Events",273,1,1443,627,266,"IMPAQ International","David Baker",2015
"Panel Discussion",274,6,1444,377,266,"The University of Queensland","Elise Bausseron",2015
"Panel Discussion",274,6,1062,1062,266,"University of Queensland","Neal Ashkanasy",2015
"Panel Discussion",274,6,1446,757,266,"University of Lausanne","Marina Fiori",2015
"Panel Discussion",274,6,287,159,266,"University of Central Florida","Dana Joseph",2015
"Panel Discussion",274,6,1448,41,266,"Virginia Commonwealth University","Ronald Humphrey",2015
"Panel Discussion",274,6,1449,1075,266,"Hogan Assessment Systems","Michael Sanger",2015
"Panel Discussion",274,6,81,81,266,"Southern Illinois University-Edwardsville","Catherine Daus",2015
"Symposium/Forum",275,2,1451,718,266,"ICF International","Steven Aude",2015
"Symposium/Forum",275,2,1452,27,266,"Florida International University","Nathan Hiller",2015
"Symposium/Forum",275,2,1453,98,266,"Pennsylvania State University","Paige Deckert",2015
"Symposium/Forum",275,2,1454,718,266,"ICF International","Candace Blair Cronin",2015
"Symposium/Forum",275,2,1455,1455,266,"National Cancer Institute","Kara Hall",2015
"Symposium/Forum",275,2,1456,159,266,"University of Central Florida","Stephen Fiore",2015
"Symposium/Forum",275,2,1457,1457,266,"National Institute of Health","Amanda Vogel",2015
"Symposium/Forum",275,2,1458,718,266,"ICF International","Michelle Heelan",2015
"Roundtable Discussion/Conversation Hour",276,7,1459,504,266,"Select International","Tracey Tafero",2015
"Roundtable Discussion/Conversation Hour",276,7,1361,504,266,"Select International","Steven Jarrett",2015
"Debate",277,277,1461,500,266,"PDRI, a CEB Company","Elaine Pulakos",2015
"Debate",277,277,1313,166,266,"Colorado State University","Kevin Murphy",2015
"Debate",277,277,148,148,266,"Eli Lilly & Company","Alan Colquitt",2015
"Debate",277,277,20,20,266,"Federal Bureau of Investigation","Amy Grubb",2015
"Debate",277,277,1465,235,266,"Aon Hewitt","Seymour Adler",2015
"Debate",277,277,520,520,266,"Purdue University","Michael Campion",2015
"Debate",277,277,1467,1467,266,"Gap Inc.","Rob Ollander-Krane",2015
"Roundtable Discussion/Conversation Hour",278,7,1273,235,266,"Aon Hewitt","Miriam Nelson",2015
"Roundtable Discussion/Conversation Hour",278,7,1469,1469,266,"ITO Development","Paula Schlesinger",2015
"Panel Discussion",279,6,1470,1470,266,"CareerXRoads","Gerry Crispin",2015
"Panel Discussion",279,6,1471,200,266,"SHAKER","Jacqueline Carpenter",2015
"Panel Discussion",279,6,1207,1,266,"Michigan State University","Ann Marie Ryan",2015
"Panel Discussion",279,6,1473,200,266,"SHAKER","Joe Murphy",2015
"Panel Discussion",279,6,1474,1474,266,"Walmart Recruiting","Stephen Shearman",2015
"Panel Discussion",279,6,1475,1475,266,"MetLife, Premier Client Group","Denise Lendino",2015
"Symposium/Forum",280,2,1476,1476,266,"Texas Christian Universtiy","William Becker",2015
"Symposium/Forum",280,2,113,1,266,"Michigan State University","Russell Johnson",2015
"Symposium/Forum",280,2,578,578,266,"The College of New Jersey","Jason Dahling",2015
"Symposium/Forum",280,2,370,109,266,"University of Arizona","Allison Gabriel",2015
"Symposium/Forum",280,2,890,166,266,"Colorado State University","Samantha Conroy",2015
"Symposium/Forum",280,2,579,579,266,"University of Akron","James Diefendorff",2015
"Symposium/Forum",280,2,1482,579,266,"University of Akron","Rebecca Erickson",2015
"Symposium/Forum",280,2,142,142,266,"Google","Megan Huth",2015
"Symposium/Forum",280,2,1484,1484,266,"Google, inc. ","Natalie Johnson",2015
"Symposium/Forum",280,2,1421,142,266,"Google","Brian Welle",2015
"Symposium/Forum",280,2,1486,1486,266,"Judge Business School - University of Cambridge","Jochen Menges",2015
"Symposium/Forum",280,2,1487,578,266,"The College of New Jersey","Kristin Schnatter",2015
"Symposium/Forum",280,2,445,445,266,"The University of Maryland","Jennifer Wessel",2015
"Symposium/Forum",281,2,1489,1489,266,"Guardian Life","Amanda Shull",2015
"Symposium/Forum",281,2,367,367,266,"PepsiCo","Allan Church",2015
"Symposium/Forum",281,2,384,384,266,"XL Catlin","Lilia Hayrapetyan",2015
"Symposium/Forum",281,2,137,137,266,"JetBlue Airways","Andrew Biga",2015
"Symposium/Forum",281,2,383,383,266,"","Mariangela Battista",2015
"Symposium/Forum",281,2,1494,1494,266,"Baruch College and The Graduate Center","Rachel Ryan",2015
"Symposium/Forum",281,2,1495,1395,266,"Sirota Survey Intelligence","Tiffany Ivory",2015
"Symposium/Forum",281,2,1496,1496,266,"Baruch College, City University of New York","Tanzeem Khan",2015
"Symposium/Forum",281,2,1497,1489,266,"Guardian Life","Jennie Tsang",2015
"Symposium/Forum",282,2,974,974,266,"Organizational Research & Development","Charles Lance",2015
"Symposium/Forum",282,2,1499,520,266,"Purdue University","Caitlin Porter",2015
"Symposium/Forum",282,2,1500,520,266,"Purdue University","Deborah Rupp",2015
"Symposium/Forum",282,2,914,914,266,"The University of Georgia","Alexander LoPilato",2015
"Symposium/Forum",282,2,1502,520,266,"Purdue University","Sang Eun Woo",2015
"Symposium/Forum",282,2,1503,203,266,"HumRRO","Sean Baldwin",2015
"Symposium/Forum",282,2,1504,203,266,"HumRRO","Dan Putka",2015
"Symposium/Forum",282,2,1505,1505,266,"Novo Nordisk","Allison Siminovsky",2015
"Symposium/Forum",282,2,1153,914,266,"The University of Georgia","Brian Hoffman",2015
"Symposium/Forum",282,2,826,826,266,"Universitat Ulm","Klaus Melchers",2015
"Symposium/Forum",282,2,1508,1508,266,"Universitat Sankt Gallen","Pascale Lutz",2015
"Symposium/Forum",282,2,1161,156,266,"University of Zurich","Andreja Wirz",2015
"Symposium/Forum",282,2,1160,156,266,"University of Zurich","Natalia Merkulova",2015
"Symposium/Forum",282,2,1156,156,266,"University of Zurich","Martin Kleinmann",2015
"Panel Discussion",283,6,1512,1512,266,"Right Management ","Mark Urban",2015
"Panel Discussion",283,6,1513,1513,266,"Sears Holdings Corp.","Daniel Koletsky",2015
"Panel Discussion",283,6,1514,1514,266,"Sears Holdings Corporation","Margherite Brucci",2015
"Panel Discussion",283,6,1515,1075,266,"Hogan Assessment Systems","Jennifer Lowe",2015
"Panel Discussion",283,6,1516,385,266,"BTS","Matthew Tonken",2015
"Panel Discussion",283,6,1517,366,266,"Right Management","Scott  Dettman",2015
"Panel Discussion",284,6,1518,1518,266,"Kansas State University","Satoris Culbertson",2015
"Panel Discussion",284,6,1519,97,266,"Walmart","Adam Hilliard",2015
"Panel Discussion",284,6,1520,1520,266,"Eastern Kentucky University","Jaime Henning",2015
"Panel Discussion",284,6,1521,1521,266,"Navigator Management Partners","Tiffany Rahn",2015
"Panel Discussion",284,6,1522,1522,266,"OrgVitality","Jeffrey Saltzman",2015
"Panel Discussion",284,6,1523,504,266,"Select International","Douglas Wolf",2015
"Panel Discussion",285,6,1524,1524,266,"Baruch College & Graduate Center, CUNY","Karen Lyness",2015
"Panel Discussion",285,6,1525,1525,266,"NYU & Baruch","Lise Saari",2015
"Panel Discussion",285,6,1526,1526,266,"Gettysburg College","Virginia Schein",2015
"Panel Discussion",285,6,1527,1527,266,"Catalyst","Aarti Shyamsunder",2015
"Panel Discussion",285,6,1528,1528,266,"Executive Leadership Strategies, LLC","Anna Marie Valerio",2015
"Panel Discussion",286,6,1529,1529,266,"Flowserve Corporation","Scott Boyd",2015
"Panel Discussion",286,6,1530,1530,266,"The Cole Group","Neil Morelli",2015
"Panel Discussion",286,6,810,585,266,"The University of Akron","Dennis Doverspike",2015
"Panel Discussion",286,6,147,147,266,"Rocket-Hire LLC","Charles Handler",2015
"Panel Discussion",286,6,1134,1134,266,"Geode People, Inc.","A. James Illingworth",2015
"Poster",287,22,1129,1123,266,"Northern Illinois University","Lebena Varghese",2015
"Poster",287,22,1535,1123,266,"Northern Illinois University","Sarah Bailey",2015
"Poster",287,22,1123,1123,266,"Northern Illinois University","Lisa Finkelstein",2015
"Poster",287,22,1364,1123,266,"Northern Illinois University","Larissa Barber",2015
"Poster",288,22,890,166,266,"Colorado State University","Samantha Conroy",2015
"Poster",288,22,892,115,266,"University of Arkansas","Katherine Sosna",2015
"Poster",288,22,891,891,266,"University of Wisconsin Oshkosh","Shannon Rawski",2015
"Poster",288,22,889,889,266,"University of Rhode Island","Emilija Djurdjevic",2015
"Poster",289,22,556,556,266,"University Wisconsin Oshkosh","Lixin Jiang",2015
"Poster",289,22,1543,430,266,"Washington State University","Tom Tripp",2015
"Poster",289,22,560,549,266,"Washington State University Vancouver","Tahira Probst",2015
"Poster",290,22,1372,544,266,"Portland State University","Allison Ellis",2015
"Poster",290,22,546,544,266,"Portland State University","Talya Bauer",2015
"Poster",290,22,1024,544,266,"Portland State University","Layla Mansfield",2015
"Poster",290,22,544,544,266,"Portland State University","Berrin Erdogan",2015
"Poster",290,22,1549,544,266,"Portland State University","Donald Truxillo",2015
"Poster",290,22,1550,544,266,"Portland State University","Lauren Simon",2015
"Poster",291,22,1551,1551,266,"ETH Zurich","Cecile Tschopp",2015
"Poster",291,22,1552,1551,266,"ETH Zurich","Gudela Grote",2015
"Poster",291,22,1553,1553,266,"Federal Department of Defence Civil Protection and Sport","Nicole Koeppel",2015
"Poster",292,22,1554,1554,266,"United States Office of Personnel Management","Benjamin Liberman",2015
"Poster",292,22,1555,45,266,"University at Albany, SUNY","Jessica Wooldridge",2015
"Poster",292,22,1556,45,266,"University at Albany, SUNY","Andrew DeCesare",2015
"Poster",292,22,1557,15,266,"Missouri State University","Renee Vincent",2015
"Poster",292,22,1558,1037,266,"U.S. Office of Personnel Management","Steven Burnkrant",2015
"Poster",292,22,1559,1559,266,"Alliant International Univ","Sarah Johnson",2015
"Poster",293,22,1560,1560,266,"Oxford Brookes University","Ulrike Fasbender",2015
"Poster",293,22,1561,1561,266,"Federal Institute for Occupational Safety and Health (BAuA)","Anne Wohrmann",2015
"Poster",293,22,670,670,266,"Leuphana University of Lueneburg","Juergen Deller",2015
"Poster",294,22,1563,1563,266,"Memorial University of Newfoundl","Mercy Oyet",2015
"Poster",294,22,1564,1564,266,"Memorial University","Michael Withey",2015
"Poster",295,22,60,39,266,"Auburn University","Ning Hou",2015
"Poster",295,22,59,39,266,"Auburn University","Jinyan Fan",2015
"Poster",296,22,1567,575,266,"Virginia Tech","Jerry Flynn",2015
"Poster",297,22,1568,238,266,"National University of Singapore","Xinxin Li",2015
"Poster",297,22,354,238,266,"National University of Singapore","Sandy Lim",2015
"Poster",297,22,1570,238,266,"National University of Singapore","Yang Guo",2015
"Poster",298,22,1571,575,266,"Virginia Tech","Jerry  Flynn",2015
"Poster",298,22,1572,575,266,"Virginia Tech","Ryan Zimmerman",2015
"Poster",298,22,1573,473,266,"Georgia Institute of Technology","Brian Swider",2015
"Poster",298,22,1574,575,266,"Virginia Tech","Jeffrey Arthur",2015
"Poster",299,22,1554,1554,266,"United States Office of Personnel Management","Benjamin Liberman",2015
"Poster",300,22,16,16,266,"University of South Florida","Kimberly French",2015
"Poster",300,22,1577,16,266,"University of South Florida","Stephanie Andel",2015
"Poster",301,22,851,115,266,"University of Arkansas","Dorothea Roumpi",2015
"Poster",301,22,116,115,266,"University of Arkansas","Eric Yochum",2015
"Poster",302,22,784,702,266,"American Institutes for Research","Soner Dumani",2015
"Poster",302,22,16,16,266,"University of South Florida","Kimberly French",2015
"Poster",302,22,22,16,266,"University of South Florida","Tammy Allen",2015
"Poster",303,22,1583,1520,266,"Eastern Kentucky University","Dorothy Johnson",2015
"Poster",303,22,1520,1520,266,"Eastern Kentucky University","Jaime Henning",2015
"Poster",304,22,755,755,266,"SUNY Albany","John Agosta",2015
"Poster",304,22,818,45,266,"University at Albany, SUNY","Michael Ford",2015
"Poster",304,22,1587,1587,266,"Southwestern University of Finance and Economics","Jia Fei Jin",2015
"Poster",305,22,1588,1588,266,"London School of Economics","Kelly Basile",2015
"Poster",305,22,1589,1588,266,"London School of Economics","Alexandra Beauregard",2015
"Poster",306,22,1590,1590,266,"University of Ottawa","Laurent Lapierre",2015
"Poster",306,22,1591,1591,266,"Utrecht University","Elianne van Steenbergen",2015
"Poster",306,22,1592,1591,266,"Utrecht University","Maria Peeters",2015
"Poster",306,22,1593,1591,266,"Utrecht University","Esther Kluwer",2015
"Poster",307,22,1594,608,266,"University of Nebraska at Omaha","Eric Faurote",2015
"Poster",307,22,1595,1595,266,"Univ of Nebraska-Omaha","Lisa Scherer",2015
"Poster",307,22,1596,43,266,"Oklahoma State University","Joseph Grzywacz",2015
"Poster",308,22,1597,138,266,"University of Houston","Lisa Sublett",2015
"Poster",308,22,1598,138,266,"University of Houston","Cody Bok",2015
"Poster",308,22,1599,138,266,"University of Houston","Dena Rhodes",2015
"Poster",308,22,1600,138,266,"University of Houston","Lisa Penney",2015
"Poster",309,22,1601,1188,266,"University of Tulsa","Jennifer Ragsdale",2015
"Poster",309,22,1602,1188,266,"University of Tulsa","Coty Hoover",2015
"Poster",310,22,16,16,266,"University of South Florida","Kimberly French",2015
"Poster",310,22,784,702,266,"American Institutes for Research","Soner Dumani",2015
"Poster",310,22,22,16,266,"University of South Florida","Tammy Allen",2015
"Poster",310,22,34,34,266,"Baruch College & The Graduate Center, CUNY","Kristen Shockley",2015
"Poster",311,22,1607,218,266,"Central Michigan University","Mihyang An",2015
"Poster",311,22,219,219,266,"Central Michigan Univ","Terry Beehr",2015
"Poster",312,22,1607,218,266,"Central Michigan University","Mihyang An",2015
"Poster",312,22,219,219,266,"Central Michigan Univ","Terry Beehr",2015
"Poster",313,22,878,16,266,"University of South Florida","Seokjoon Chun",2015
"Poster",313,22,297,297,266,"Nanyang Technological University","Eunae Cho",2015
"Poster",313,22,22,16,266,"University of South Florida","Tammy Allen",2015
"Poster",313,22,404,16,266,"University of South Florida","Stephen Stark",2015
"Poster",313,22,319,16,266,"University of South Florida","Paul Spector",2015
"Poster",313,22,1616,1616,266,"EADA Business School","Steven Poelmans",2015
"Poster",313,22,1590,1590,266,"University of Ottawa","Laurent Lapierre",2015
"Poster",313,22,1618,1618,266,"Lancaster University ","Cary Cooper",2015
"Poster",313,22,1619,1619,266,"Univ of Waikato","Michael O'Driscoll",2015
"Poster",313,22,1620,1620,266,"Florida International Univ","Juan Sanchez",2015
"Poster",314,22,306,306,266,"Graduate Center/CUNY, Baruch College","Brittany Mercado",2015
"Poster",315,22,1622,16,266,"University of South Florida","Chee Wee Koh",2015
"Poster",316,22,1623,78,266,"Southern Illinois University Edwardsville","Casey Nixon",2015
"Poster",316,22,1624,1624,266,"Southern Illinois Univ-Edwardsville","Lynn Bartels",2015
"Poster",317,22,1625,1625,266,"East Carolina University","Anne Carroll",2015
"Poster",317,22,1626,1625,266,"East Carolina University","Matt Bell",2015
"Poster",317,22,1627,1625,266,"East Carolina University","Mark Bowler",2015
"Poster",318,22,1628,218,266,"Central Michigan University","Kimberly O'Brien",2015
"Poster",318,22,1629,218,266,"Central Michigan University","Robert Minjock",2015
"Poster",318,22,1630,218,266,"Central Michigan University","Stephen Colarelli",2015
"Poster",318,22,1631,219,266,"Central Michigan Univ","Chulguen Yang",2015
"Poster",319,22,1632,1632,266,"George Washington University","Lynn Offermann",2015
"Poster",319,22,1633,1632,266,"George Washington University","Meredith Coats",2015
"Poster",319,22,1634,1632,266,"George Washington University","Caroline Rausch",2015
"Poster",320,22,1635,21,266,"University of Georgia","Andrea Hetrick",2015
"Poster",320,22,1309,1309,266,"Elon University","Brian Lyons",2015
"Poster",320,22,1153,914,266,"The University of Georgia","Brian Hoffman",2015
"Poster",320,22,1638,21,266,"University of Georgia","Colby Kennedy",2015
"Poster",320,22,1639,21,266,"University of Georgia","Mckenzie Benson",2015
"Poster",320,22,1640,21,266,"University of Georgia","Amber Davidson",2015
"Poster",321,22,141,138,266,"University of Houston","Allison Martir",2015
"Poster",321,22,1600,138,266,"University of Houston","Lisa Penney",2015
"Poster",321,22,1643,138,266,"University of Houston","Sonya Stokes",2015
"Poster",322,22,1599,138,266,"University of Houston","Dena Rhodes",2015
"Poster",322,22,1597,138,266,"University of Houston","Lisa Sublett",2015
"Poster",322,22,1600,138,266,"University of Houston","Lisa Penney",2015
"Poster",323,22,1647,218,266,"Central Michigan University","Anna Brown",2015
"Poster",323,22,860,860,266,"Missouri S&T","Nathan Weidner",2015
"Poster",323,22,1649,134,266,"Wayne State University","Kevin Wynne",2015
"Poster",323,22,1628,218,266,"Central Michigan University","Kimberly O'Brien",2015
"Poster",324,22,1651,9,266,"University of Minnesota","Lingtao Yu",2015
"Poster",324,22,85,9,266,"University of Minnesota","Michelle Duffy",2015
"Poster",325,22,1653,1653,266,"University of Mississippi","Mark Bing",2015
"Poster",325,22,1654,465,266,"Center for Creative Leadership","Phillip Braddy",2015
"Poster",325,22,1655,1655,266,"University of Missouri - St. Louis","John Meriac",2015
"Poster",325,22,1656,1656,266,"University of Memphis","Kristl Davison",2015
"Poster",326,22,206,205,266,"University of Illinois at Urbana","Angela Lee",2015
"Poster",326,22,1658,26,266,"University of Illinois at Urbana-Champaign","Bertha Rangel",2015
"Poster",326,22,207,26,266,"University of Illinois at Urbana-Champaign","Nichelle Carpenter",2015
"Poster",327,22,1660,407,266,"University of Iowa","Stacy Astrove",2015
"Poster",327,22,1661,407,266,"University of Iowa","Lindsey Greco",2015
"Poster",327,22,1662,1662,266,"Univ of Iowa","Michael Mount",2015
"Poster",328,22,1308,95,266,"Florida Institute of Technology","Erin Richard",2015
"Poster",328,22,1664,1664,266,"Accent Technologies, Inc.","Hannah Gacey",2015
"Poster",328,22,1665,1665,266,"Design Interactive","Stephen Young",2015
"Poster",328,22,1666,95,266,"Florida Institute of Technology","Xeniamar Lopez-Matos",2015
"Poster",329,22,860,860,266,"Missouri S&T","Nathan Weidner",2015
"Poster",329,22,1668,218,266,"Central Michigan University","Elijah Earl",2015
"Poster",329,22,1628,218,266,"Central Michigan University","Kimberly O'Brien",2015
"Poster",329,22,1670,218,266,"Central Michigan University","Ashley Cooper",2015
