"typeS","session_id","session_type_id","person_id","affil_id","year_id","affiliation","name","year"
"Poster",3561,22,17320,17320,3496,"Goethe-University","Myriam Bechtoldt",2011
"Poster",3562,22,2448,2448,3496,"Credit Suisse","Jeffrey Conway",2011
"Poster",3562,22,1403,1403,3496,"ACT, Inc.","Jason Way",2011
"Poster",3562,22,34,34,3496,"Baruch College & The Graduate Center, CUNY","Kristen Shockley",2011
"Poster",3562,22,17324,1685,3496,"Louisiana State University","Erin Jackson Walker",2011
"Poster",3562,22,17325,17325,3496,"Naval Air Warfare Ctr Trn Sys Div","Matthew Lineberry",2011
"Poster",3562,22,6618,16,3496,"University of South Florida","Michael Rossi",2011
"Poster",3563,22,17327,12080,3496,"none","Pylin Chuapetcharasopon",2011
"Poster",3563,22,12192,324,3496,"University of Waterloo","Wendi Adair",2011
"Poster",3563,22,14081,119,3496,"Concordia University","Terri Lituchy",2011
"Poster",3563,22,17330,795,3496,"Queen's University","Susan Brodt",2011
"Poster",3564,22,17331,520,3496,"Purdue University","Erica Anthony",2011
"Poster",3564,22,13789,520,3496,"Purdue University","Stephen Green",2011
"Poster",3564,22,12706,61,3496,"Texas A&M University","Sara McComb",2011
"Poster",3565,22,17334,10463,3496,"Universite de Montreal","Vincent Rousseau",2011
"Poster",3565,22,17335,217,3496,"HEC Montreal","Caroline Aube",2011
"Poster",3565,22,17336,17336,3496,"Universite Laval","Sebastien Tremblay",2011
"Poster",3566,22,164,164,3496,"California State University, San Bernardino","Ismael Diaz",2011
"Poster",3566,22,17338,61,3496,"Texas A&M University","Charles  Samuelson",2011
"Poster",3566,22,1118,157,3496,"Bowling Green State University","Clare Barratt",2011
"Poster",3567,22,7862,7862,3496,"Ulsan National Institute of Science and Technology","Jee Young Seong",2011
"Poster",3567,22,13173,4457,3496,"Seoul National University","Won-Woo Park",2011
"Poster",3567,22,1051,407,3496,"University of Iowa","Amy Kristof-Brown",2011
"Poster",3567,22,7863,4457,3496,"Seoul National University","Doo-Seung Hong",2011
"Poster",3567,22,17344,17344,3496,"Hanyang University","Yuhyung Shin",2011
"Community of Interest",3568,12,17345,17345,3496,"Informed Talent Decisions","Magda Du Preez",2011
"Community of Interest",3568,12,17346,17346,3496,"Aspen Organization Development Consulting","Kevin Nash",2011
"Community of Interest",3568,12,16637,16637,3496,"Wright Consulting Group, LLC","Kristin Wright",2011
"Symposium/Forum",3569,2,157,157,3496,"Bowling Green State University","Russell Matthews",2011
"Symposium/Forum",3569,2,2646,2646,3496,"Purdue University Krannert School of Management","Ellen Kossek",2011
"Symposium/Forum",3569,2,14144,441,3496,"Simon Fraser University","Brenda Lautsch",2011
"Symposium/Forum",3569,2,818,45,3496,"University at Albany, SUNY","Michael Ford",2011
"Symposium/Forum",3569,2,1353,1351,3496,"Group for Organizational Effectiveness","Christopher Cerasoli",2011
"Symposium/Forum",3569,2,844,844,3496,"San Jose State University","Altovise Rogers",2011
"Symposium/Forum",3569,2,3565,138,3496,"University of Houston","Christiane Spitzmueller",2011
"Symposium/Forum",3569,2,4036,152,3496,"Quinnipiac University","Carrie Bulger",2011
"Symposium/Forum",3569,2,17356,152,3496,"Quinnipiac University","Mark Hoffman",2011
"Symposium/Forum",3569,2,1226,1141,3496,"Deloitte Consulting","Madhura Chakrabarti",2011
"Symposium/Forum",3569,2,2637,134,3496,"Wayne State University","Boris Baltes",2011
"Symposium/Forum",3570,2,17359,17359,3496,"EASI Consult","Rebekah Cardenas",2011
"Symposium/Forum",3570,2,9947,2319,3496,"Davidson College","John Kello",2011
"Symposium/Forum",3570,2,1355,1355,3496,"University of Houston-Downtown","Whitney Botsford Morgan",2011
"Symposium/Forum",3570,2,16936,155,3496,"George Mason University","Katherine Elder",2011
"Symposium/Forum",3570,2,17363,16938,3496,"FINRA","Kate Morse",2011
"Symposium/Forum",3570,2,17364,8762,3496,"George Mason University ","Ashley Agerter",2011
"Panel Discussion",3571,6,13485,1256,3496,"Fors Marsh Group","Brian Griepentrog",2011
"Panel Discussion",3571,6,11539,1049,3496,"Temple University","Donald Hantula",2011
"Panel Discussion",3571,6,451,367,3496,"PepsiCo","Christopher Rotolo",2011
"Panel Discussion",3571,6,17368,10741,3496,"Fors Marsh Group LLC","Scott Turner",2011
"Symposium/Forum",3572,2,579,579,3496,"University of Akron","James Diefendorff",2011
"Symposium/Forum",3572,2,1239,1239,3496,"Marriott International","Megan Chandler",2011
"Symposium/Forum",3572,2,6264,5037,3496,"Universite du Quebec a Trois-Rivieres","Stephanie Austin",2011
"Symposium/Forum",3572,2,370,109,3496,"University of Arizona","Allison Gabriel",2011
"Symposium/Forum",3572,2,8460,545,3496,"University of Western Australia","Marylene Gagne",2011
"Symposium/Forum",3572,2,17374,17374,3496,"Suffolk University, Sawyer Bus Sch","Emanuela Chemolli",2011
"Symposium/Forum",3572,2,1047,353,3496,"Singapore Management University","Gary Greguras",2011
"Symposium/Forum",3572,2,17376,579,3496,"University of Akron","Christina  Moran",2011
"Symposium/Forum",3572,2,6261,5037,3496,"Universite du Quebec a Trois-Rivieres","Claude Fernet",2011
"Symposium/Forum",3572,2,17378,432,3496,"University of British Columbia","Kira Schabram",2011
"Panel Discussion",3573,6,7119,7119,3496,"International Institute for Management Development","Daniel Denison",2011
"Panel Discussion",3573,6,6727,133,3496,"Denison Consulting","Lindsey Kotrba",2011
"Panel Discussion",3573,6,7130,7130,3496,"CHE-Trinity Health","Ashley Guidroz",2011
"Panel Discussion",3573,6,17382,9182,3496,"Gallup","James Harter",2011
"Panel Discussion",3573,6,1229,1229,3496,"Hay Group","Mark Royal",2011
"Panel Discussion",3573,6,2534,2534,3496,"CEB's Talent Management Labs","Benjamin Schneider",2011
"Panel Discussion",3573,6,2403,2403,3496,"Manchester University","Jack Wiley",2011
"Symposium/Forum",3574,2,17386,13490,3496,"University of the Rockies","Gina Hernez-Broome",2011
"Symposium/Forum",3574,2,2046,97,3496,"Walmart","Erica Desrosiers",2011
"Symposium/Forum",3574,2,2288,155,3496,"George Mason University","Stephen Zaccaro",2011
"Symposium/Forum",3574,2,17389,2,3496,"U.S. Air Force","Lisa Boyce",2011
"Symposium/Forum",3574,2,10240,10240,3496,"Frito-Lay North America (div of PepsiCo)","David Oliver",2011
"Symposium/Forum",3574,2,14457,7548,3496,"Morehead State University","Johnathan Nelson",2011
"Symposium/Forum",3574,2,3327,3327,3496,"SUNY at Buffalo","Paul Tesluk",2011
"Symposium/Forum",3574,2,17393,2602,3496,"PDRI","Treston Knight",2011
"Symposium/Forum",3575,2,4115,4115,3496,"University of Southern California","Morgan McCall",2011
"Symposium/Forum",3575,2,1828,545,3496,"University of Western Australia","David Day",2011
"Symposium/Forum",3575,2,719,719,3496,"Korn Ferry","Sarah Hezlett",2011
"Symposium/Forum",3575,2,17397,17397,3496,"Hollenbeck Associates","George Hollenbeck",2011
"Symposium/Forum",3575,2,1983,1983,3496,"University of Minnesota Medical School","Michael Cullen",2011
"Symposium/Forum",3575,2,17399,17399,3496,"US Air Force Academy","R. Jeff Jackson",2011
"Symposium/Forum",3575,2,17400,6989,3496,"United States Air Force Academy","Douglas Lindsay",2011
"Symposium/Forum",3575,2,5767,5767,3496,"Carlson","Mary Plunkett",2011
"Symposium/Forum",3575,2,3941,2248,3496,"Seattle Pacific University","Paul Yost",2011
"Panel Discussion",3576,6,8355,142,3496,"Google","Michelle Donovan",2011
"Panel Discussion",3576,6,3951,3951,3496,"GE","Allen Kamin",2011
"Panel Discussion",3576,6,17405,17405,3496,"InMomentum, Inc.","Lynne Waldera",2011
"Panel Discussion",3576,6,8050,7767,3496,"Retired","Ilene Gast",2011
"Symposium/Forum",3577,2,2646,2646,3496,"Purdue University Krannert School of Management","Ellen Kossek",2011
"Symposium/Forum",3577,2,452,93,3496,"Northeastern University","Paula Caligiuri",2011
"Symposium/Forum",3577,2,126,1,3496,"Michigan State University","Jason Huang",2011
"Symposium/Forum",3577,2,1207,1,3496,"Michigan State University","Ann Marie Ryan",2011
"Symposium/Forum",3577,2,16452,383,3496,"","Matthew Piszczek",2011
"Symposium/Forum",3577,2,3314,465,3496,"Center for Creative Leadership","Marian Ruderman",2011
"Symposium/Forum",3577,2,9744,465,3496,"Center for Creative Leadership","John Fleenor",2011
"Symposium/Forum",3577,2,670,670,3496,"Leuphana University of Lueneburg","Juergen Deller",2011
"Symposium/Forum",3577,2,9273,670,3496,"Leuphana University of Lueneburg","Frieder Paulus",2011
"Symposium/Forum",3577,2,9265,371,3496,"University of Mannheim","Anne-Grit Albrecht",2011
"Symposium/Forum",3577,2,15747,4516,3496,"University of Hawaii at Manoa","Sonia Ghumman",2011
"Symposium/Forum",3577,2,17418,367,3496,"PepsiCo","Nabila Sheikh",2011
"Symposium/Forum",3577,2,16502,1256,3496,"Fors Marsh Group","Laura Severance",2011
"Symposium/Forum",3577,2,17420,3,3496,"University of Maryland","Sarah Lyons",2011
"Symposium/Forum",3577,2,436,3,3496,"University of Maryland","Michele Gelfand",2011
"Symposium/Forum",3577,2,1014,3,3496,"University of Maryland","James Grand",2011
"Symposium/Forum",3577,2,17423,199,3496,"IBM","Clare Honeybourne",2011
"Symposium/Forum",3577,2,17424,199,3496,"IBM","Tanya Delany",2011
"Symposium/Forum",3577,2,307,9,3496,"University of Minnesota","Deniz Ones",2011
"Symposium/Forum",3577,2,305,305,3496,"Zicklin School of Business, Baruch College","Stephan Dilchert",2011
"Symposium/Forum",3577,2,17427,17427,3496,"University of Warsaw, Poland","Andrzej Nowak",2011
"Symposium/Forum",3577,2,17428,17428,3496,"Warsaw School of Social Sciences and Humanities","Lan Bui-Wrzosinska",2011
"Symposium/Forum",3577,2,17429,17429,3496,"Technion-Israel Inst of Tech","Anat Rafaeli",2011
"Symposium/Forum",3577,2,17430,17430,3496,"The Technion, Israel","Dorit Efrat",2011
"Symposium/Forum",3577,2,17431,17431,3496,"University of York, England","Nazar Soomro",2011
"Symposium/Forum",3577,2,17432,17432,3496,"University of Tokyo, Japan","Chunchi Lin",2011
"Symposium/Forum",3577,2,17433,17432,3496,"University of Tokyo, Japan","Susumu Yamaguchi",2011
"Panel Discussion",3578,6,2503,41,3496,"Virginia Commonwealth University","Michael McDaniel",2011
"Panel Discussion",3578,6,55,55,3496,"DCI Consulting","Arthur Gutman",2011
"Panel Discussion",3578,6,13950,13950,3496,"Ogletree Deakins","David Copus",2011
"Panel Discussion",3578,6,1996,1996,3496,"Outtz and Associates","James Outtz",2011
"Panel Discussion",3578,6,8193,8193,3496,"Employment Risk Advisors, Inc.","James Sharf",2011
"Roundtable Discussion/Conversation Hour",3579,7,17439,17439,3496,"Cisco Systems, Inc.","Kris Potrafka",2011
"Roundtable Discussion/Conversation Hour",3579,7,17440,17440,3496,"Cisco Systems, Inc.; Walden University","Lyndsay Wrensen",2011
"Roundtable Discussion/Conversation Hour",3579,7,17441,17439,3496,"Cisco Systems, Inc.","Marina Gilabert",2011
"Poster",3580,22,11004,675,3496,"Air Force Research Laboratory","Gene Alarcon",2011
"Poster",3580,22,11006,675,3496,"Air Force Research Laboratory","Joseph Lyons",2011
"Poster",3580,22,11782,1,3496,"Michigan State University","Alex Barelka",2011
"Poster",3581,22,17445,17445,3496,"Russell Reynolds Associates","Elizabeth (McGee) Bacon",2011
"Poster",3581,22,913,913,3496,"University of North Carolina Charlotte","David Woehr",2011
"Poster",3588,22,17491,17491,3496,"Angelo State Univ","Kraig Schell",2011
"Poster",3588,22,750,40,3496,"Rice University","Fred Oswald",2011
"Poster",3588,22,17493,8491,3496,"Angelo State University","Erika Scobel",2011
"Poster",3588,22,17494,1188,3496,"University of Tulsa","Michelle Mitchell",2011
"Poster",3588,22,17495,8491,3496,"Angelo State University","Eric Boronow",2011
"Poster",3588,22,17496,8491,3496,"Angelo State University","Amanda Marfisi",2011
"Poster",3588,22,17497,17497,3496,"n/a","Marianne Glutz",2011
"Poster",3588,22,17498,8491,3496,"Angelo State University","Duy Tran",2011
"Poster",3588,22,2953,8491,3496,"Angelo State University","Michael Hartman",2011
"Poster",3589,22,5313,39,3496,"Auburn University","Jesse Michel",2011
"Poster",3589,22,3012,1620,3496,"Florida International Univ","Chockalingam Viswesvaran",2011
"Poster",3589,22,14043,27,3496,"Florida International University","Jeffrey Thomas",2011
"Poster",3622,22,17668,155,3496,"George Mason University","Richard Hermida",2011
"Poster",3622,22,17669,10741,3496,"Fors Marsh Group LLC","Joseph Luchman",2011
"Poster",3622,22,11001,155,3496,"George Mason University","Vias Nicolaides",2011
"Poster",3622,22,17671,2597,3496,"Federal Management Partners","Cristina Wilcox",2011
"Poster",3623,22,1118,157,3496,"Bowling Green State University","Clare Barratt",2011
"Poster",3623,22,1336,110,3496,"Indiana University","Christopher Berry",2011
"Poster",3623,22,350,350,3496,"The University of Minnesota","Paul Sackett",2011
"Poster",3624,22,3181,3181,3496,"Shih Hsin University","Chia-Lin Ho",2011
"Poster",3625,22,17676,16,3496,"University of South Florida","Nneka Joseph",2011
"Poster",3625,22,1435,1277,3496,"Educational Testing Service","Jacob Seybert",2011
"Poster",3626,22,2318,91,3496,"Clemson University","Patrick Rosopa",2011
"Poster",3626,22,1703,124,3496,"Western Kentucky University","Amber Schroeder",2011
"Poster",3626,22,17680,11027,3496,"Coastal Carolina University","Jessica  Doll",2011
"Poster",3627,22,10725,10725,3496,"VHA NCOD","Robert Teclaw",2011
"Poster",3627,22,4747,4747,3496,"Department of Veterans Affairs","Boris Yanovsky",2011
"Poster",3627,22,1783,932,3496,"VHA National Center for Organization Development","Scott Moore",2011
"Poster",3627,22,10722,932,3496,"VHA National Center for Organization Development","Sue Dyrenforth",2011
"Poster",3627,22,935,935,3496,"Miami University","Katerine Osatuke",2011
"Poster",3628,22,6007,6007,3496,"Durham University","Rosalie Hall",2011
"Poster",3628,22,17687,579,3496,"University of Akron","Alycia Usher",2011
"Poster",3629,22,286,159,3496,"University of Central Florida","Wei Wang",2011
"Poster",3629,22,1872,520,3496,"Purdue University","Louis Tay",2011
"Poster",3629,22,190,190,3496,"Univ of Illinois at Urbana-Champaign","Fritz Drasgow",2011
"Poster",3630,22,17691,17691,3496,"Washington & Jefferson College","Benjamin Seltzer",2011
"Poster",3630,22,17692,9,3496,"University of Minnesota","Kara Simon",2011
"Poster",3630,22,307,9,3496,"University of Minnesota","Deniz Ones",2011
"Poster",3631,22,1208,1208,3496,"Western Kentucky Univ","Reagan Brown",2011
"Poster",3631,22,17695,17695,3496,"WKU","David Goins",2011
"Poster",3632,22,7007,7007,3496,"Occidental College","Brian Kim",2011
"Poster",3632,22,2318,91,3496,"Clemson University","Patrick Rosopa",2011
"Poster",3632,22,17698,91,3496,"Clemson University","Christina Rossi",2011
"Poster",3633,22,11983,383,3496,"","Patrick Clark",2011
"Poster",3633,22,2952,127,3496,"Wright State University","David LaHuis",2011
"Poster",3634,22,967,967,3496,"University of Sheffield","Jeremy Dawson",2011
"Poster",3635,22,14786,575,3496,"Virginia Tech","Kevin Carlson",2011
"Poster",3635,22,16045,3185,3496,"Radford University","Danylle Kunkel",2011
"Poster",3636,22,14786,575,3496,"Virginia Tech","Kevin Carlson",2011
"Poster",3636,22,17705,575,3496,"Virginia Tech","Xiaoping Zhao",2011
"Poster",3637,22,17706,7976,3496,"Critical Metrics, LLC","Lauren Kane",2011
"Poster",3637,22,11172,11172,3496,"Graduate Center CUNY/Baruch College CUNY","Justina Oliveira",2011
"Poster",3637,22,7976,7976,3496,"Critical Metrics, LLC","David Youssefnia",2011
"Poster",3637,22,2276,2276,3496,"Baruch College & the Graduate Center, CUNY","Charles Scherbaum",2011
"Poster",3638,22,417,416,3496,"ALPS Solutions","Reanna Harman",2011
"Poster",3638,22,17711,416,3496,"ALPS Solutions","Lauren Brandt",2011
"Poster",3638,22,4201,4201,3496,"SWA Consulting, Inc.","Sarah Bienkowski",2011
"Poster",3638,22,416,416,3496,"ALPS Solutions","Eric Surface",2011
"Poster",3639,22,132,132,3496,"North Carolina State University","Adam Meade",2011
"Poster",3639,22,7210,132,3496,"North Carolina State University","S. Craig",2011
"Poster",3640,22,8709,8709,3496,"University of Minnesota, Duluth","Christopher Lake",2011
"Poster",3640,22,9326,2384,3496,"Kellogg Company","Sarah Kirkendall",2011
"Poster",3640,22,10949,3185,3496,"Radford University","Nicole Petersen",2011
"Poster",3641,22,246,166,3496,"Colorado State University","Zinta Byrne",2011
"Poster",3641,22,15287,166,3496,"Colorado State University","Janet Weidert",2011
"Poster",3641,22,4930,4930,3496,"Oracle Corporation","Joshua Liff",2011
"Poster",3641,22,1393,1366,3496,"Sentis","Christine Smith",2011
"Poster",3641,22,3497,3497,3496,"Cleveland State University","Michael Horvath",2011
"Poster",3641,22,15291,166,3496,"Colorado State University","Adele Howe",2011
"Poster",3641,22,15292,166,3496,"Colorado State University","Indrajit Ray",2011
"Poster",3642,22,16725,157,3496,"Bowling Green State University","Katherine Wolford",2011
"Poster",3642,22,840,157,3496,"Bowling Green State University","Michael Zickar",2011
"Poster",3643,22,210,210,3496,"SAP Deutschland AG & Co. KG","Oliver Kohnke",2011
"Poster",3643,22,253,253,3496,"University of Osnabruck","Karsten Mueller",2011
"Poster",3643,22,280,280,3496,"SAP SE","Tim Wolf",2011
"Poster",3644,22,14602,14602,3496,"Kronos, Inc.","Patricia Barger",2011
"Poster",3644,22,1058,10,3496,"Development Dimensions International (DDI)","Evan Sinar",2011
"Poster",3645,22,3292,3292,3496,"Johannes Gutenberg-University Mainz","Christian Dormann",2011
"Poster",3645,22,17734,17734,3496,"Johannes Gutenberg University Mainz","Sascha Haun",2011
"Poster",3646,22,17735,3059,3496,"Lockheed Martin","Richard Best",2011
"Poster",3646,22,14730,7973,3496,"Best Buy","Michael Smith",2011
"Poster",3646,22,17737,1518,3496,"Kansas State University","Neena Gopalan",2011
"Poster",3646,22,17738,1518,3496,"Kansas State University","Andrew Wefald",2011
"Poster",3646,22,14732,2227,3496,"Kansas State Univ","Ronald Downey",2011
"Poster",3647,22,5660,1625,3496,"East Carolina University","Lisa Baranik",2011
"Poster",3647,22,1706,1706,3496,"University of Florida","Mo Wang",2011
"Poster",3647,22,5989,5989,3496,"Hong Kong Univ of Science & Technology","Yaping Gong",2011
"Poster",3647,22,1709,1709,3496,"Sun Yat-Sen University","Junqi Shi",2011
"Poster",3648,22,1804,133,3496,"Denison Consulting","Matthew Christensen",2011
"Poster",3648,22,17745,218,3496,"Central Michigan University","Candace Younkins",2011
"Poster",3648,22,6255,6255,3496,"Central Michigan University ","Christopher Honts",2011
"Poster",3648,22,17747,218,3496,"Central Michigan University","Elizabeth Crider",2011
"Special Events",3649,1,7478,7478,3496,"Univ of Wisconsin-Milwaukee","Belle Rose Ragins",2011
"Special Events",3649,1,2538,2538,3496,"Rice University, Office of Inst. Effectiveness","John Cornwell",2011
"Special Events",3649,1,17750,5692,3496,"York University","Ron Ophir",2011
"Symposium/Forum",3650,2,5725,5150,3496,"Kent State University","Cathy L. DuBois",2011
"Symposium/Forum",3650,2,17752,447,3496,"Self-employed","Philip Mirvis",2011
"Symposium/Forum",3650,2,17753,441,3496,"Simon Fraser University","Carolyn Egri",2011
"Symposium/Forum",3650,2,741,507,3496,"Arizona State Univ","David Waldman",2011
"Symposium/Forum",3650,2,17755,10029,3496,"3M","Kevin Nilan",2011
"Symposium/Forum",3650,2,6453,6453,3496,"St. Bonaventure University","Pierre Balthazard",2011
"Symposium/Forum",3650,2,10029,10029,3496,"3M","Karen Paul",2011
"Panel Discussion",3651,6,520,520,3496,"Purdue University","Michael Campion",2011
"Panel Discussion",3651,6,2301,151,3496,"University of Colorado Denver","Wayne Cascio",2011
"Panel Discussion",3651,6,1063,1063,3496,"Wisconsin Management Group","Kenneth De Meuse",2011
"Panel Discussion",3651,6,11142,2922,3496,"San Francisco State University","Mitchell Marks",2011
"Panel Discussion",3651,6,10554,10554,3496,"RAND Corp.","Jerald Greenberg",2011
"Panel Discussion",3651,6,17763,5675,3496,"San Jose State Univ","Stan Malos",2011
"Symposium/Forum",3652,2,805,805,3496,"Carlsbad Research Group LLC","William Macey",2011
"Symposium/Forum",3652,2,11202,562,3496,"CEB","Catherine Maraist",2011
"Symposium/Forum",3652,2,11209,562,3496,"CEB","Robert Beres",2011
"Symposium/Forum",3652,2,1861,1861,3496,"Intel Corporation","Alexis Fink",2011
"Symposium/Forum",3652,2,11643,10029,3496,"3M","Kristofer Fenlason",2011
"Symposium/Forum",3652,2,17769,3220,3496,"American Express","Erica Blann",2011
"Panel Discussion",3653,6,17770,3,3496,"University of Maryland","Emily Feinberg",2011
"Panel Discussion",3653,6,12105,12105,3496,"FDA","Michael Lodato",2011
"Panel Discussion",3653,6,1038,1038,3496,"Federation of State Boards of Physical Therapy","Lorin Mueller",2011
"Panel Discussion",3653,6,17773,17773,3496,"DODEA","Nicole Neff",2011
"Panel Discussion",3653,6,17774,11846,3496,"Amazon","Katherine Ryan",2011
"Panel Discussion",3653,6,7394,562,3496,"CEB","Maya Garza",2011
"Panel Discussion",3654,6,12726,12726,3496,"Amazon, Inc","Kristin Charles",2011
"Panel Discussion",3654,6,13387,13387,3496,"HealthOne / HCA","Tasha Eurich",2011
"Panel Discussion",3654,6,9522,199,3496,"IBM","John Howes",2011
"Panel Discussion",3654,6,6473,6473,3496,"Michael E. DeBakey VA Medical Center","Sylvia Hysong",2011
"Panel Discussion",3654,6,1367,1366,3496,"Sentis","Autumn Krauss",2011
"Panel Discussion",3654,6,2843,562,3496,"CEB","Holly Payne",2011
"Panel Discussion",3655,6,1465,235,3496,"Aon Hewitt","Seymour Adler",2011
"Panel Discussion",3655,6,5109,5104,3496,"General Dynamics Information Technology","John Jones",2011
"Panel Discussion",3655,6,1039,1039,3496,"PSI","John Weiner",2011
"Panel Discussion",3655,6,2302,2302,3496,"SHL Group Ltd.","Eugene Burke",2011
"Panel Discussion",3655,6,17786,2498,3496,"APTMetrics","David Pollack",2011
"Panel Discussion",3655,6,2298,98,3496,"Pennsylvania State University","Rick Jacobs",2011
"Panel Discussion",3656,6,1757,1757,3496,"AT&T","John Muros",2011
"Panel Discussion",3656,6,146,146,3496,"HR Assessment & Development / Baruch, Graduate Center CUNY","Rob Silzer",2011
"Panel Discussion",3656,6,17397,17397,3496,"Hollenbeck Associates","George Hollenbeck",2011
"Panel Discussion",3656,6,9690,3600,3496,"MDA Leadership Consulting","Sandra Davis",2011
"Panel Discussion",3656,6,16567,16567,3496,"HH Finacial","Charles Hollweg",2011
"Panel Discussion",3656,6,17793,2487,3496,"RHR International","Juleen Veneziano",2011
"Roundtable Discussion/Conversation Hour",3657,7,17794,17794,3496,"Personified","Michelle Spellerberg",2011
"Roundtable Discussion/Conversation Hour",3657,7,17795,17794,3496,"Personified","Jennie Dede",2011
"Symposium/Forum",3658,2,403,403,3496,"Talent Algorithms Inc","Alan Mead",2011
"Symposium/Forum",3658,2,184,21,3496,"University of Georgia","Nathan Carter",2011
"Symposium/Forum",3658,2,404,16,3496,"University of South Florida","Stephen Stark",2011
"Symposium/Forum",3658,2,840,157,3496,"Bowling Green State University","Michael Zickar",2011
"Symposium/Forum",3658,2,17800,383,3496,"","David Blitz",2011
"Symposium/Forum",3658,2,829,19,3496,"Illinois Institute of Technology","Scott Morris",2011
"Community of Interest",3659,12,17345,17345,3496,"Informed Talent Decisions","Magda Du Preez",2011
"Community of Interest",3659,12,15048,6637,3496,"Ohio State Univ","Raymond Noe",2011
"Panel Discussion",3660,6,11415,11415,3496,"self","Beverly Dugan",2011
"Panel Discussion",3660,6,1966,793,3496,"Department of Defense","Shonna Waters",2011
"Panel Discussion",3660,6,12790,1139,3496,"SRA International","Joy Oliver",2011
"Panel Discussion",3660,6,1335,203,3496,"HumRRO","Deborah Gebhardt",2011
"Panel Discussion",3660,6,12878,1139,3496,"SRA International","Tim McGonigle",2011
"Panel Discussion",3660,6,2057,2057,3496,"Rainier Leadership Solutions","Jeffrey McHenry",2011
"Panel Discussion",3660,6,1525,1525,3496,"NYU & Baruch","Lise Saari",2011
"Symposium/Forum",3661,2,1310,37,3496,"DePaul University","Jaclyn Jensen",2011
"Symposium/Forum",3661,2,354,238,3496,"National University of Singapore","Sandy Lim",2011
"Symposium/Forum",3661,2,795,795,3496,"Queen's University","Jana Raver",2011
"Symposium/Forum",3661,2,353,353,3496,"Singapore Management University","Kenneth Tai",2011
"Symposium/Forum",3661,2,4244,61,3496,"Texas A&M University","Jennifer McDonald",2011
"Symposium/Forum",3661,2,165,61,3496,"Texas A&M University","Kathi Miner",2011
"Symposium/Forum",3661,2,17817,61,3496,"Texas A&M University","George Cunningham",2011
"Symposium/Forum",3661,2,431,383,3496,"","Afra Ahmad",2011
"Symposium/Forum",3661,2,155,155,3496,"George Mason University","Eden King",2011
"Symposium/Forum",3661,2,3167,3167,3496,"University of Michigan-Dearborn","Jung Hyun Lee",2011
"Symposium/Forum",3662,2,574,98,3496,"Pennsylvania State University","Alicia Grandey",2011
"Symposium/Forum",3662,2,5280,5279,3496,"UNSW Australia","Markus Groth",2011
"Symposium/Forum",3662,2,7679,5022,3496,"University of New South Wales","Robyn Goodwin",2011
"Symposium/Forum",3662,2,17824,6560,3496,"Women for Women International","Su Chuen Foo",2011
"Symposium/Forum",3662,2,5285,98,3496,"Pennsylvania State University","Sarina Maneotis",2011
"Symposium/Forum",3662,2,2720,2720,3496,"Infor Talent Science","Patricia Grabarek",2011
"Symposium/Forum",3662,2,1367,1366,3496,"Sentis","Autumn Krauss",2011
"Symposium/Forum",3662,2,5422,5422,3496,"UNSW","Anya Johnson",2011
"Symposium/Forum",3662,2,5428,5022,3496,"University of New South Wales","Helena Nguyen",2011
"Symposium/Forum",3662,2,2424,2424,3496,"Procter & Gamble","Andrea McCance",2011
"Symposium/Forum",3663,2,8975,201,3496,"Kenexa, an IBM Company","Tiffany Greene-Shortridge",2011
"Symposium/Forum",3663,2,3950,3950,3496,"Nike, Inc.","Julie Fuller",2011
"Symposium/Forum",3663,2,1781,367,3496,"PepsiCo","Lauren McEntire",2011
"Symposium/Forum",3663,2,277,199,3496,"IBM","Sara Weiner",2011
"Symposium/Forum",3663,2,6174,3043,3496,"Towers Watson","Patrick Kulesa",2011
"Symposium/Forum",3663,2,17836,17836,3496,"Corporate Executive Board","Holly Lam",2011
"Symposium/Forum",3663,2,9485,562,3496,"CEB","Scott Young",2011
"Symposium/Forum",3663,2,805,805,3496,"Carlsbad Research Group LLC","William Macey",2011
"Symposium/Forum",3663,2,15427,201,3496,"Kenexa, an IBM Company","Kathleen  Frye",2011
"Symposium/Forum",3663,2,3643,3643,3496,"PepsiCo/Frito-Lay","Erica Hauck",2011
"Symposium/Forum",3663,2,17841,201,3496,"Kenexa, an IBM Company","Jason Laverty",2011
"Symposium/Forum",3663,2,2724,2724,3496,"Frito-Lay, Inc","Arlene Green",2011
"Symposium/Forum",3663,2,12639,12637,3496,"TeleTech","Kate Malter McLean",2011
"Symposium/Forum",3663,2,1762,367,3496,"PepsiCo","Laura Eigel",2011
"Symposium/Forum",3664,2,566,562,3496,"CEB","Sara Gutierrez",2011
"Symposium/Forum",3664,2,17846,10,3496,"Development Dimensions International (DDI)","Lisa Teeter",2011
"Symposium/Forum",3664,2,1058,10,3496,"Development Dimensions International (DDI)","Evan Sinar",2011
"Symposium/Forum",3664,2,200,200,3496,"SHAKER","Eric Sydell",2011
"Symposium/Forum",3664,2,13208,200,3496,"SHAKER","Nikki Dudley",2011
"Symposium/Forum",3664,2,1267,200,3496,"SHAKER","Marisa Seeds",2011
"Panel Discussion",3665,6,14054,2278,3496,"Sirota Consulting","Carly Bruck",2011
"Panel Discussion",3665,6,17852,17852,3496,"FedEx Ground","Rita  Williams",2011
"Panel Discussion",3665,6,17853,17853,3496,"Mayo Clinic","Tripp Welch",2011
